nr,codice_unione,regione,provincia,descrizione_unione_di_comuni,data_costituzione,nr_comuni,comuni_appartenenti_allunione,pop_uomini,pop_donne,pop_totale
3, , , , , ,,COSSANO CANAVESE,269,253,522
4, , , , , ,,MAGLIONE,221,247,468
5, , , , , ,,PALAZZO CANAVESE,408,435,843
6, , , , , ,,PIVERONE,664,714,1378
7, , , , , ,,SETTIMO ROTTARO,245,258,503
8, , , , , ,,VIVERONE,679,744,1423
0,1010816020,PIEMONTE,TORINO,COMUNITA' COLLINARE TERRE DEL ERBALUCE,1-Gen-2005,3,,6065,6582,12647
1, , , , , ,,CALUSO,3555,3928,7483
2, , , , , ,,MAZZE',2011,2141,4152
3, , , , , ,,VILLAREGGIA,499,513,1012
0,1010816030,PIEMONTE,TORINO,UNIONE COLLINARE CANAVESANA,1-Gen-2005,3,,2480,2495,4975
1, , , , , ,,BARBANIA,801,822,1623
2, , , , , ,,FRONT,852,874,1726
3, , , , , ,,RIVAROSSA,827,799,1626
0,1010816060,PIEMONTE,TORINO,UNIONE COMUNI DELLA SERRA,8-Nov-2011,4,,3530,3707,7237
1, , , , , ,,ALBIANO D'IVREA,883,908,1791
2, , , , , ,,BOLLENGO,1060,1052,2112
3, , , , , ,,BUROLO,573,655,1228
4, , , , , ,,CHIAVERANO,1014,1092,2106
0,1010816090,PIEMONTE,TORINO,UNIONE COMUNI MONCALIERI TROFARELLO LA LOGGIA,5-Nov-2012,3,,36329,39088,75417
1, , , , , ,,LA LOGGIA,4325,4306,8631
2, , , , , ,,MONCALIERI,26740,29135,55875
3, , , , , ,,TROFARELLO,5264,5647,10911
0,1010816100,PIEMONTE,TORINO,UNIONE DEI COMUNI DEL CIRIACESE E BASSO CANAVESE,1-Gen-2013,6,,22605,24041,46646
1, , , , , ,,CIRIE',8806,9609,18415
2, , , , , ,,NOLE,3387,3523,6910
3, , , , , ,,ROBASSOMERO,1440,1536,2976
4, , , , , ,,SAN CARLO CANAVESE,1872,2002,3874
5, , , , , ,,SAN FRANCESCO AL CAMPO,2367,2458,4825
6, , , , , ,,SAN MAURIZIO CANAVESE,4733,4913,9646
0,1010816290,PIEMONTE,TORINO,UNIONE DEI COMUNI MONTANI VALSANGONE,12-Nov-2014,6,,14389,15301,29690
1, , , , , ,,COAZZE,1549,1535,3084
2, , , , , ,,GIAVENO,7775,8506,16281
3, , , , , ,,REANO,824,865,1689
4, , , , , ,,SANGANO,1824,1983,3807
5, , , , , ,,TRANA,1913,1968,3881
6, , , , , ,,VALGIOIE,504,444,948
0,1010816050,PIEMONTE,TORINO,UNIONE DELL'AREA NORD EST DI TORINO,1-Gen-2011,7,,61723,65120,126843
1, , , , , ,,BORGARO TORINESE,5727,5996,11723
2, , , , , ,,CASELLE TORINESE,6646,6743,13389
3, , , , , ,,LEINI,7542,7778,15320
4, , , , , ,,SAN BENIGNO CANAVESE,2754,2861,5615
5, , , , , ,,SAN MAURO TORINESE,9102,9823,18925
6, , , , , ,,SETTIMO TORINESE,22631,24242,46873
7, , , , , ,,VOLPIANO,7321,7677,14998
0,1010816150,PIEMONTE,TORINO,UNIONE DI COMUNI MONTANI VALCHIUSELLA,1-Dic-2014,3,,1383,1437,2820
1, , , , , ,,ISSIGLIO,207,218,425
2, , , , , ,,VAL DI CHY,642,647,1289
3, , , , , ,,VALCHIUSA,534,572,1106
0,1010816270,PIEMONTE,TORINO,UNIONE DORA BALTEA,25-Nov-2014,3,,1085,1135,2220
1, , , , , ,,QUASSOLO,161,198,359
2, , , , , ,,QUINCINETTO,525,523,1048
3, , , , , ,,TAVAGNASCO,399,414,813
0,1010816170,PIEMONTE,TORINO,UNIONE MONTANA ALPI GRAIE,4-Nov-2014,8,,3311,3266,6577
1, , , , , ,,CERES,525,531,1056
2, , , , , ,,GROSCAVALLO,104,87,191
3, , , , , ,,LEMIE,95,94,189
4, , , , , ,,MEZZENILE,421,413,834
5, , , , , ,,RUBIANA,1214,1203,2417
6, , , , , ,,TRAVES,278,275,553
7, , , , , ,,USSEGLIO,113,106,219
8, , , , , ,,VIU',561,557,1118
0,1010816140,PIEMONTE,TORINO,UNIONE MONTANA ALTO CANAVESE,10-Gen-2014,4,,3578,3687,7265
1, , , , , ,,FORNO CANAVESE,1780,1832,3612
2, , , , , ,,LEVONE,224,215,439
3, , , , , ,,PRATIGLIONE,268,280,548
4, , , , , ,,RIVARA,1306,1360,2666
0,1010816110,PIEMONTE,TORINO,UNIONE MONTANA COMUNI OLIMPICI-VIA LATTEA,6-Set-2013,7,,2231,2045,4276
1, , , , , ,,CESANA TORINESE,526,481,1007
2, , , , , ,,CLAVIERE,98,94,192
3, , , , , ,,PRAGELATO,362,362,724
4, , , , , ,,SAUZE D'OULX,585,526,1111
5, , , , , ,,SAUZE DI CESANA,119,100,219
6, , , , , ,,SESTRIERE,444,394,838
7, , , , , ,,USSEAUX,97,88,185
0,1010816200,PIEMONTE,TORINO,UNIONE MONTANA COMUNI VALLI CHISONE E GERMANASCA,25-Giu-2013,14,,8886,9327,18213
1, , , , , ,,FENESTRELLE,282,271,553
2, , , , , ,,INVERSO PINASCA,367,374,741
3, , , , , ,,MASSELLO,30,28,58
4, , , , , ,,PEROSA ARGENTINA,1588,1817,3405
5, , , , , ,,PERRERO,385,338,723
6, , , , , ,,PINASCA,1462,1587,3049
7, , , , , ,,POMARETTO,506,562,1068
8, , , , , ,,PORTE,558,555,1113
9, , , , , ,,PRALI,149,123,272
10, , , , , ,,PRAMOLLO,135,107,242
11, , , , , ,,ROURE,431,457,888
12, , , , , ,,SALZA DI PINEROLO,45,33,78
13, , , , , ,,SAN GERMANO CHISONE,922,952,1874
14, , , , , ,,VILLAR PEROSA,2026,2123,4149
0,1010816190,PIEMONTE,TORINO,UNIONE MONTANA DEI COMUNI DELL'ALTA VALLE SUSA,24-Lug-2014,9,,5229,5210,10439
1, , , , , ,,BARDONECCHIA,1570,1642,3212
2, , , , , ,,CHIOMONTE,475,457,932
3, , , , , ,,EXILLES,131,135,266
4, , , , , ,,GIAGLIONE,310,343,653
5, , , , , ,,GRAVERE,366,349,715
6, , , , , ,,MEANA DI SUSA,440,440,880
7, , , , , ,,MONCENISIO,20,22,42
8, , , , , ,,OULX,1613,1547,3160
9, , , , , ,,SALBERTRAND,304,275,579
0,1010816130,PIEMONTE,TORINO,UNIONE MONTANA DI COMUNI DELLE VALLI DI LANZO CERONDA E CASTERNONE,28-Apr-2014,18,,16821,17161,33982
1, , , , , ,,ALA DI STURA,244,218,462
2, , , , , ,,BALANGERO,1523,1638,3161
3, , , , , ,,BALME,49,46,95
4, , , , , ,,CAFASSE,1722,1789,3511
5, , , , , ,,CANTOIRA,283,271,554
6, , , , , ,,CHIALAMBERTO,182,182,364
7, , , , , ,,COASSOLO TORINESE,789,761,1550
8, , , , , ,,CORIO,1614,1716,3330
9, , , , , ,,FIANO,1324,1389,2713
10, , , , , ,,GERMAGNANO,612,644,1256
11, , , , , ,,GIVOLETTO,1853,1787,3640
12, , , , , ,,LA CASSA,909,872,1781
13, , , , , ,,LANZO TORINESE,2473,2677,5150
14, , , , , ,,MONASTERO DI LANZO,193,188,381
15, , , , , ,,PESSINETTO,302,305,607
16, , , , , ,,VAL DELLA TORRE,1946,1866,3812
17, , , , , ,,VALLO TORINESE,397,388,785
18, , , , , ,,VARISELLA,406,424,830
0,1010816250,PIEMONTE,TORINO,UNIONE MONTANA GRAN PARADISO,30-Mar-2013,5,,1542,1647,3189
1, , , , , ,,ALPETTE,136,141,277
2, , , , , ,,CERESOLE REALE,91,68,159
3, , , , , ,,LOCANA,761,840,1601
4, , , , , ,,RIBORDONE,30,37,67
5, , , , , ,,SPARONE,524,561,1085
0,1010816260,PIEMONTE,TORINO,UNIONE MONTANA MOMBARONE,12-Dic-2014,4,,1542,1597,3139
1, , , , , ,,ANDRATE,271,241,512
2, , , , , ,,CAREMA,361,411,772
3, , , , , ,,NOMAGLIO,155,157,312
4, , , , , ,,SETTIMO VITTONE,755,788,1543
0,1010816220,PIEMONTE,TORINO,UNIONE MONTANA PINEROLESE,7-Gen-2014,13,,15310,16338,31648
1, , , , , ,,ANGROGNA,446,424,870
2, , , , , ,,BIBIANA,1653,1723,3376
3, , , , , ,,BOBBIO PELLICE,279,287,566
4, , , , , ,,BRICHERASIO,2230,2287,4517
5, , , , , ,,LUSERNA SAN GIOVANNI,3537,3994,7531
6, , , , , ,,LUSERNETTA,264,260,524
7, , , , , ,,PRAROSTINO,632,657,1289
8, , , , , ,,ROLETTO,992,997,1989
9, , , , , ,,RORA',133,122,255
10, , , , , ,,SAN PIETRO VAL LEMINA,709,721,1430
11, , , , , ,,SAN SECONDO DI PINEROLO,1777,1831,3608
12, , , , , ,,TORRE PELLICE,2111,2462,4573
13, , , , , ,,VILLAR PELLICE,547,573,1120
0,1010816280,PIEMONTE,TORINO,UNIONE MONTANA VAL GALLENCA,20-Feb-2015,5,,2608,2779,5387
1, , , , , ,,CANISCHIO,151,143,294
2, , , , , ,,PERTUSIO,382,391,773
3, , , , , ,,PRASCORSANO,397,384,781
4, , , , , ,,SAN COLOMBANO BELMONTE,186,190,376
5, , , , , ,,VALPERGA,1492,1671,3163
0,1010816310,PIEMONTE,TORINO,UNIONE MONTANA VALLE SACRA,10-Feb-2016,6,,5625,6070,11695
1, , , , , ,,BORGIALLO,269,281,550
2, , , , , ,,CASTELLAMONTE,4747,5170,9917
3, , , , , ,,CASTELNUOVO NIGRA,222,195,417
4, , , , , ,,CHIESANUOVA,102,101,203
5, , , , , ,,CINTANO,120,141,261
6, , , , , ,,COLLERETTO CASTELNUOVO,165,182,347
0,1010816180,PIEMONTE,TORINO,UNIONE MONTANA VALLE SUSA,30-Set-2014,22,,33381,35059,68440
1, , , , , ,,ALMESE,3066,3237,6303
2, , , , , ,,AVIGLIANA,5908,6221,12129
3, , , , , ,,BORGONE SUSA,1157,1163,2320
4, , , , , ,,BRUZOLO,754,791,1545
5, , , , , ,,BUSSOLENO,3019,3344,6363
6, , , , , ,,CAPRIE,1056,1060,2116
7, , , , , ,,CASELETTE,1479,1452,2931
8, , , , , ,,CHIANOCCO,837,863,1700
9, , , , , ,,CHIUSA DI SAN MICHELE,846,845,1691
10, , , , , ,,CONDOVE,2289,2381,4670
11, , , , , ,,MATTIE,362,345,707
12, , , , , ,,MOMPANTERO,314,337,651
13, , , , , ,,NOVALESA,271,289,560
14, , , , , ,,SAN DIDERO,289,277,566
15, , , , , ,,SAN GIORIO DI SUSA,507,533,1040
16, , , , , ,,SANT'AMBROGIO DI TORINO,2352,2401,4753
17, , , , , ,,SANT'ANTONINO DI SUSA,2063,2270,4333
18, , , , , ,,SUSA,3163,3466,6629
19, , , , , ,,VAIE,724,731,1455
20, , , , , ,,VENAUS,471,488,959
21, , , , , ,,VILLAR DORA,1429,1522,2951
22, , , , , ,,VILLAR FOCCHIARDO,1025,1043,2068
0,1010816240,PIEMONTE,TORINO,UNIONE MONTANA VALLI ORCO E SOANA,14-Gen-2015,6,,2227,2364,4591
1, , , , , ,,FRASSINETTO,144,128,272
2, , , , , ,,INGRIA,21,28,49
3, , , , , ,,NOASCA,87,82,169
4, , , , , ,,PONT CANAVESE,1767,1909,3676
5, , , , , ,,RONCO CANAVESE,157,156,313
6, , , , , ,,VALPRATO SOANA,51,61,112
0,1011026010,PIEMONTE,VERBANO-CUSIO-OSSOLA,ALTA OSSOLA,1-Gen-2010,7,,3470,3515,6985
1, , , , , ,,BACENO,449,473,922
2, , , , , ,,CRODO,727,745,1472
3, , , , , ,,FORMAZZA,231,211,442
4, , , , , ,,MONTECRESTESE,633,622,1255
5, , , , , ,,PREMIA,287,290,577
6, , , , , ,,TRASQUERA,109,102,211
7, , , , , ,,VARZO,1034,1072,2106
0,1011026020,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE DEL LAGO MAGGIORE,11-Giu-2013,7,,5067,5330,10397
1, , , , , ,,CANNERO RIVIERA,470,503,973
2, , , , , ,,CANNOBIO,2412,2580,4992
3, , , , , ,,GHIFFA,1181,1213,2394
4, , , , , ,,GURRO,118,129,247
5, , , , , ,,OGGEBBIO,430,451,881
6, , , , , ,,TRAREGO VIGGIONA,199,193,392
7, , , , , ,,VALLE CANNOBINA,257,261,518
0,1011026090,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA DEI COMUNI DI ARIZZANO - PREMENO E VIGNONE,30-Gen-2015,3,,1942,2064,4006
1, , , , , ,,ARIZZANO,960,1080,2040
2, , , , , ,,PREMENO,363,383,746
3, , , , , ,,VIGNONE,619,601,1220
0,1011026050,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA DEL CUSIO E DEL MOTTARONE,11-Lug-2013,5,,17686,19018,36704
1, , , , , ,,BAVENO,2404,2513,4917
2, , , , , ,,CASALE CORTE CERRO,1705,1771,3476
3, , , , , ,,GRAVELLONA TOCE,3720,4031,7751
4, , , , , ,,OMEGNA,7569,8175,15744
5, , , , , ,,STRESA,2288,2528,4816
0,1011026030,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA DELLE VALLI DELL'OSSOLA,1-Gen-2013,18,,14321,15084,29405
1, , , , , ,,ANZOLA D'OSSOLA,224,224,448
2, , , , , ,,BANNIO ANZINO,260,258,518
3, , , , , ,,BOGNANCO,120,110,230
4, , , , , ,,BORGOMEZZAVALLE,163,172,335
5, , , , , ,,CALASCA-CASTIGLIONE,354,327,681
6, , , , , ,,CEPPO MORELLI,172,169,341
7, , , , , ,,CREVOLADOSSOLA,2307,2419,4726
8, , , , , ,,DRUOGNO,462,515,977
9, , , , , ,,MACUGNAGA,306,295,601
10, , , , , ,,MASERA,755,772,1527
11, , , , , ,,MONTESCHENO,204,210,414
12, , , , , ,,ORNAVASSO,1652,1755,3407
13, , , , , ,,PIEDIMULERA,773,786,1559
14, , , , , ,,PIEVE VERGONTE,1286,1358,2644
15, , , , , ,,PREMOSELLO-CHIOVENDA,993,1041,2034
16, , , , , ,,VANZONE CON SAN CARLO,211,224,435
17, , , , , ,,VILLADOSSOLA,3226,3551,6777
18, , , , , ,,VOGOGNA,853,898,1751
0,1011026060,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA DI COMUNI DELLA VALLE VIGEZZO,27-Set-2013,5,,2207,2285,4492
1, , , , , ,,CRAVEGGIA,354,374,728
2, , , , , ,,MALESCO,714,751,1465
3, , , , , ,,SANTA MARIA MAGGIORE,626,638,1264
4, , , , , ,,TOCENO,384,387,771
5, , , , , ,,VILLETTE,129,135,264
0,1011026080,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA MEDIA OSSOLA,18-Dic-2013,3,,2143,2172,4315
1, , , , , ,,BEURA-CARDEZZA,720,717,1437
2, , , , , ,,PALLANZENO,582,594,1176
3, , , , , ,,TRONTANO,841,861,1702
0,1011026040,PIEMONTE,VERBANO-CUSIO-OSSOLA,UNIONE MONTANA VALGRANDE E DEL LAGO DI MERGOZZO,6-Mag-2013,7,,2952,3066,6018
1, , , , , ,,AURANO,52,51,103
2, , , , , ,,CAMBIASCA,797,849,1646
3, , , , , ,,CAPREZZO,91,77,168
4, , , , , ,,INTRAGNA,50,57,107
5, , , , , ,,MERGOZZO,1056,1140,2196
6, , , , , ,,MIAZZINA,216,198,414
7, , , , , ,,SAN BERNARDINO VERBANO,690,694,1384
0,1011026070,PIEMONTE,VERBANO-CUSIO-OSSOLA,VALLE STRONA E DELLE QUARNE,16-Apr-2014,6,,1259,1303,2562
1, , , , , ,,GERMAGNO,97,89,186
2, , , , , ,,LOREGLIA,130,132,262
3, , , , , ,,MASSIOLA,65,72,137
4, , , , , ,,QUARNA SOPRA,129,160,289
5, , , , , ,,QUARNA SOTTO,203,217,420
6, , , , , ,,VALSTRONA,635,633,1268
0,1010886010,PIEMONTE,VERCELLI,COSER BASSA VERCELLESE,1-Gen-2001,6,,2711,2862,5573
1, , , , , ,,CARESANA,504,524,1028
2, , , , , ,,COSTANZANA,390,426,816
3, , , , , ,,MOTTA DE' CONTI,397,407,804
4, , , , , ,,PERTENGO,158,163,321
5, , , , , ,,PEZZANA,647,699,1346
6, , , , , ,,STROPPIANA,615,643,1258
0,1010886090,PIEMONTE,VERCELLI,UNIONE DEI COMUNI OLTRE SESIA,13-Mar-2017,6,,3527,3555,7082
1, , , , , ,,BORGO VERCELLI,1104,1191,2295
2, , , , , ,,CARESANABLOT,561,576,1137
3, , , , , ,,OLCENENGO,370,384,754
4, , , , , ,,SAN NAZZARO SESIA,354,336,690
5, , , , , ,,VILLATA,819,799,1618
6, , , , , ,,VINZAGLIO,319,269,588
0,1010886080,PIEMONTE,VERCELLI,UNIONE MONTANA DEI COMUNI DELLA VALSESIA ,5-Apr-2014,26,,15844,17141,32985
1, , , , , ,,ALAGNA VALSESIA,349,322,671
2, , , , , ,,ALTO SERMENZA,106,84,190
3, , , , , ,,BALMUCCIA,40,54,94
4, , , , , ,,BOCCIOLETO,102,117,219
5, , , , , ,,BORGOSESIA,6115,6916,13031
6, , , , , ,,CAMPERTOGNO,128,115,243
7, , , , , ,,CARCOFORO,38,37,75
8, , , , , ,,CELLIO CON BREIA,503,524,1027
9, , , , , ,,CERVATTO,28,20,48
10, , , , , ,,CIVIASCO,127,138,265
11, , , , , ,,CRAVAGLIANA,142,136,278
12, , , , , ,,FOBELLO,121,98,219
13, , , , , ,,GUARDABOSONE,167,173,340
14, , , , , ,,MOLLIA,55,49,104
15, , , , , ,,PILA,76,61,137
16, , , , , ,,PIODE,94,99,193
17, , , , , ,,POSTUA,300,294,594
18, , , , , ,,QUARONA,2026,2220,4246
19, , , , , ,,RASSA,32,34,66
20, , , , , ,,RIMELLA,82,55,137
21, , , , , ,,ROSSA,105,89,194
22, , , , , ,,SCOPA,192,199,391
23, , , , , ,,SCOPELLO,198,204,402
24, , , , , ,,VALDUGGIA,1051,1066,2117
25, , , , , ,,VARALLO,3587,3955,7542
26, , , , , ,,VOCCA,80,82,162
0,4160096010,PUGLIA,BARI,UNIONE DEI COMUNI DELL'ALTA MURGIA - UNICAM,1-Gen-2013,5,,46092,47201,93293
1, , , , , ,,GRAVINA IN PUGLIA,21491,22123,43614
2, , , , , ,,GRUMO APPULA,6458,6482,12940
3, , , , , ,,POGGIORSINI,711,707,1418
4, , , , , ,,SANTERAMO IN COLLE,13248,13522,26770
5, , , , , ,,TORITTO,4184,4367,8551
0,4161066020,PUGLIA,BARLETTA-ANDRIA-TRANI,UNIONE DEI COMUNI ARO 2 BARLETTA ANDRIA TRANI,8-Nov-2013,4,,71995,74567,146562
1, , , , , ,,ANDRIA,49290,50762,100052
2, , , , , ,,CANOSA DI PUGLIA,14933,15489,30422
3, , , , , ,,MINERVINO MURGE,4549,4784,9333
4, , , , , ,,SPINAZZOLA,3223,3532,6755
0,4160316020,PUGLIA,FOGGIA,CINQUE REALI SITI,1-Gen-2008,5,,18027,18478,36505
1, , , , , ,,CARAPELLE,3232,3292,6524
2, , , , , ,,ORDONA,1337,1317,2654
3, , , , , ,,ORTA NOVA,8392,8607,16999
4, , , , , ,,STORNARA,2616,2690,5306
5, , , , , ,,STORNARELLA,2450,2572,5022
0,4160316040,PUGLIA,FOGGIA,UNIONE DEI COMUNI CASALI DAUNI,19-Giu-2017,3,,2493,2666,5159
1, , , , , ,,CASALNUOVO MONTEROTARO,804,859,1663
2, , , , , ,,CASALVECCHIO DI PUGLIA,944,995,1939
3, , , , , ,,CASTELNUOVO DELLA DAUNIA,745,812,1557
0,4160316030,PUGLIA,FOGGIA,UNIONE DEI COMUNI DEI MONTI DAUNI,22-Mag-2015,10,,11169,11929,23098
1, , , , , ,,ACCADIA,1152,1266,2418
2, , , , , ,,ANZANO DI PUGLIA,771,846,1617
3, , , , , ,,BOVINO,1697,1865,3562
4, , , , , ,,CANDELA,1326,1367,2693
5, , , , , ,,DELICETO,1919,2000,3919
6, , , , , ,,MONTELEONE DI PUGLIA,507,560,1067
7, , , , , ,,ORSARA DI PUGLIA,1426,1488,2914
8, , , , , ,,PANNI,401,457,858
9, , , , , ,,ROCCHETTA SANT'ANTONIO,944,1010,1954
10, , , , , ,,SANT'AGATA DI PUGLIA,1026,1070,2096
0,4160416120,PUGLIA,LECCE,COSTA ORIENTALE,1-Gen-2002,3,,4252,4868,9120
1, , , , , ,,MINERVINO DI LECCE,1737,1992,3729
2, , , , , ,,ORTELLE,1120,1239,2359
3, , , , , ,,SANTA CESAREA TERME,1395,1637,3032
0,4160416130,PUGLIA,LECCE,DELLE SERRE SALENTINE,1-Gen-2002,5,,13745,15063,28808
1, , , , , ,,ARADEO,4695,5060,9755
2, , , , , ,,COLLEPASSO,3035,3317,6352
3, , , , , ,,NEVIANO,2621,2893,5514
4, , , , , ,,SECLI',914,1009,1923
5, , , , , ,,TUGLIE,2480,2784,5264
0,4160416080,PUGLIA,LECCE,ENTROTERRA IDRUNTINO,1-Gen-2001,5,,11464,12793,24257
1, , , , , ,,BAGNOLO DEL SALENTO,904,975,1879
2, , , , , ,,CANNOLE,845,909,1754
3, , , , , ,,CURSI,2078,2173,4251
4, , , , , ,,MAGLIE,6874,7945,14819
5, , , , , ,,PALMARIGGI,763,791,1554
0,4160416050,PUGLIA,LECCE,GRECIA SALENTINA,1-Gen-2001,10,,21023,23052,44075
1, , , , , ,,CALIMERA,3416,3848,7264
2, , , , , ,,CARPIGNANO SALENTINO,1795,1890,3685
3, , , , , ,,CASTRIGNANO DE' GRECI,1953,2117,4070
4, , , , , ,,CORIGLIANO D'OTRANTO,2734,3037,5771
5, , , , , ,,MARTANO,4446,4874,9320
6, , , , , ,,MARTIGNANO,858,872,1730
7, , , , , ,,MELPIGNANO,1063,1146,2209
8, , , , , ,,SOLETO,2661,2881,5542
9, , , , , ,,STERNATIA,1118,1308,2426
10, , , , , ,,ZOLLINO,979,1079,2058
0,4160416010,PUGLIA,LECCE,JONICA SALENTINA ,1-Gen-2000,4,,17852,19338,37190
1, , , , , ,,ALLISTE,3152,3505,6657
2, , , , , ,,MELISSANO,3522,3785,7307
3, , , , , ,,RACALE,5190,5544,10734
4, , , , , ,,TAVIANO,5988,6504,12492
0,4160416110,PUGLIA,LECCE,NORD SALENTO,1-Gen-2002,7,,36786,40335,77121
1, , , , , ,,CAMPI SALENTINA,5097,5663,10760
2, , , , , ,,GUAGNANO,2837,3063,5900
3, , , , , ,,NOVOLI,3838,4373,8211
4, , , , , ,,SALICE SALENTINO,4173,4469,8642
5, , , , , ,,SQUINZANO,6877,7605,14482
6, , , , , ,,SURBO,7226,7623,14849
7, , , , , ,,TREPUZZI,6738,7539,14277
0,4160416070,PUGLIA,LECCE,TERRA DI LEUCA,1-Gen-2001,11,,22411,24410,46821
1, , , , , ,,ALESSANO,3028,3452,6480
2, , , , , ,,CASTRIGNANO DEL CAPO,2541,2793,5334
3, , , , , ,,CORSANO,2803,2829,5632
4, , , , , ,,GAGLIANO DEL CAPO,2591,2811,5402
5, , , , , ,,MIGGIANO,1715,1969,3684
6, , , , , ,,MONTESANO SALENTINO,1309,1368,2677
7, , , , , ,,MORCIANO DI LEUCA,1594,1822,3416
8, , , , , ,,PATU',804,917,1721
9, , , , , ,,SALVE,2250,2487,4737
10, , , , , ,,SPECCHIA,2322,2485,4807
11, , , , , ,,TIGGIANO,1454,1477,2931
0,4160416030,PUGLIA,LECCE,TERRE A LEVANTE,1-Gen-2001,4,,6722,7528,14250
1, , , , , ,,ANDRANO,2356,2606,4962
2, , , , , ,,CASTRO,1166,1307,2473
3, , , , , ,,DISO,1432,1641,3073
4, , , , , ,,SPONGANO,1768,1974,3742
0,4160416160,PUGLIA,LECCE,TERRE D'ORIENTE,1-Gen-2005,5,,11018,12221,23239
1, , , , , ,,GIURDIGNANO,934,994,1928
2, , , , , ,,MURO LECCESE,2432,2659,5091
3, , , , , ,,OTRANTO,2672,2950,5622
4, , , , , ,,POGGIARDO,2880,3239,6119
5, , , , , ,,UGGIANO LA CHIESA,2100,2379,4479
0,4160416150,PUGLIA,LECCE,TERRE DI ACAYA E ROCA,1-Gen-2004,2,,8154,8788,16942
1, , , , , ,,MELENDUGNO,4680,4966,9646
2, , , , , ,,VERNOLE,3474,3822,7296
0,4160416020,PUGLIA,LECCE,TERRE DI MEZZO,1-Gen-2001,6,,5655,6207,11862
1, , , , , ,,BOTRUGNO,1362,1489,2851
2, , , , , ,,GIUGGIANELLO,607,642,1249
3, , , , , ,,NOCIGLIA,1148,1308,2456
4, , , , , ,,SAN CASSIANO,1029,1076,2105
5, , , , , ,,SANARICA,725,778,1503
6, , , , , ,,SURANO,784,914,1698
0,4160416140,PUGLIA,LECCE,UNION 3,1-Gen-2002,8,,46448,49797,96245
1, , , , , ,,ARNESANO,1917,2036,3953
2, , , , , ,,CARMIANO,5868,6228,12096
3, , , , , ,,COPERTINO,11475,12395,23870
4, , , , , ,,LEQUILE,4152,4472,8624
5, , , , , ,,LEVERANO,6872,7197,14069
6, , , , , ,,MONTERONI DI LECCE,6661,7220,13881
7, , , , , ,,PORTO CESAREO,2676,2772,5448
8, , , , , ,,VEGLIE,6827,7477,14304
0,4160416090,PUGLIA,LECCE,UNIONE DEI COMUNI DELLA MESSAPIA,1-Gen-2001,4,,14097,14922,29019
1, , , , , ,,CAPRARICA DI LECCE,1222,1360,2582
2, , , , , ,,CASTRI DI LECCE,1455,1520,2975
3, , , , , ,,CAVALLINO,5804,6109,11913
4, , , , , ,,LIZZANELLO,5616,5933,11549
0,4160786010,PUGLIA,TARANTO,MONTEDORO,1-Gen-2002,9,,32061,33585,65646
1, , , , , ,,CAROSINO,3326,3506,6832
2, , , , , ,,FAGGIANO,1739,1801,3540
3, , , , , ,,MONTEIASI,2698,2824,5522
4, , , , , ,,MONTEMESOLA,2003,2085,4088
5, , , , , ,,MONTEPARANO,1182,1213,2395
6, , , , , ,,ROCCAFORZATA,892,931,1823
7, , , , , ,,SAN GIORGIO IONICO,7645,8031,15676
8, , , , , ,,SAN MARZANO DI SAN GIUSEPPE,4580,4689,9269
9, , , , , ,,SAVA,7996,8505,16501
0,4160786030,PUGLIA,TARANTO,UNIONE DEI COMUNI DI CRISPIANO - MASSAFRA - STATTE,1-Gen-2007,3,,29563,30580,60143
1, , , , , ,,CRISPIANO,6699,6869,13568
2, , , , , ,,MASSAFRA,15860,16521,32381
3, , , , , ,,STATTE,7004,7190,14194
0,4160786020,PUGLIA,TARANTO,UNIONE DEI COMUNI TERRE DEL MARE E DEL SOLE,1-Gen-2006,7,,25164,25959,51123
1, , , , , ,,AVETRANA,3385,3639,7024
2, , , , , ,,FRAGAGNANO,2604,2749,5353
3, , , , , ,,LEPORANO,3906,3896,7802
4, , , , , ,,LIZZANO,5017,5221,10238
5, , , , , ,,MARUGGIO,2667,2744,5411
6, , , , , ,,PULSANO,5471,5591,11062
7, , , , , ,,TORRICELLA,2114,2119,4233
0,5200176030,SARDEGNA,CAGLIARI,BASSO CAMPIDANO,1-Gen-2003,5,,13040,13185,26225
1, , , , , ,,MONASTIR,2204,2301,4505
2, , , , , ,,NURAMINIS,1303,1303,2606
3, , , , , ,,SAN SPERATE,3987,3985,7972
4, , , , , ,,USSANA,2146,2139,4285
5, , , , , ,,VILLASOR,3400,3457,6857
0,5200176010,SARDEGNA,CAGLIARI,PARTEOLLA E BASSO CAMPIDANO,1-Gen-2001,6,,11951,11721,23672
1, , , , , ,,BARRALI,587,552,1139
2, , , , , ,,DOLIANOVA,4779,4625,9404
3, , , , , ,,DONORI,1060,1059,2119
4, , , , , ,,SERDIANA,1332,1288,2620
5, , , , , ,,SETTIMO SAN PIETRO,3262,3270,6532
6, , , , , ,,SOLEMINIS,931,927,1858
